node_1|node_2|edge|chunk_id
claim|not_routed|If lastEvent is null or lastEvent's type is not HandlingEvent.Type.UNLOAD and routeSpecification's destination does not have the same identity as lastEvent's location, then routing status is NOT_ROUTED.|ccdbb163b6be49a4ab5264167f12c4f1
unloaded_at_destination|routed|If lastEvent is not null and lastEvent's type is HandlingEvent.Type.UNLOAD and routeSpecification's destination has the same identity as lastEvent's location, then routing status is ROUTED.|ccdbb163b6be49a4ab5264167f12c4f1
on_track|routed|If routingStatus equals ROUTED and misdirected does not equal true, then onTrack is true.|ccdbb163b6be49a4ab5264167f12c4f1
ontrack|routed|The method 'onTrack' returns true if the object's routingStatus is 'ROUTED' and misdirected is false.|a3dd6f7c8ce74a70ab6ebd2a9e20fa8c
samevalueas|delivery|The method 'sameValueAs' compares two Delivery objects based on their transportStatus, lastKnownLocation, currentVoyage, misdirected, eta, nextExpectedActivity, isUnloadedAtDestination, routingStatus, calculatedAt, and lastEvent properties using an EqualsBuilder.|a3dd6f7c8ce74a70ab6ebd2a9e20fa8c
delivery|handlingactivity|The classes 'Delivery' and 'HandlingActivity' are both embedded in the package 'org.eclipse.cargotracker.domain.model.cargo'.|a3dd6f7c8ce74a70ab6ebd2a9e20fa8c
handlingevent.type|type|is a specific type of handling event|f6a9957a59e14c2ca4a8bcdd1c1eccae
location|location|indicates the physical place where the handling activity is being carried out|f6a9957a59e14c2ca4a8bcdd1c1eccae
voyage|voyage|represents a sequence of transportation events for moving goods from one location to another|f6a9957a59e14c2ca4a8bcdd1c1eccae
node_1|node_2|edge|chunk_id
handlingactivity|handlingevent.type|is required for creating a HandlingActivity object, as indicated by the @ManyToOne and @JoinColumn annotations.|341620f2c3c54275b85c1a9aa9d44c6c
handlingactivity|location|is required for creating a HandlingActivity object, as indicated by the constructor parameters.|341620f2c3c54275b85c1a9aa9d44c6c
handlingactivity|voyage|is required for creating a HandlingActivity object and is also associated with it through the 'voyage' field, as indicated by the @ManyToOne and @JoinColumn annotations.|341620f2c3c54275b85c1a9aa9d44c6c
handlingactivity|handlingevent.type|is associated with HandlingActivity through the 'type' field, as indicated by the constructor parameters.|341620f2c3c54275b85c1a9aa9d44c6c
handlingactivity|location|is associated with HandlingActivity through the 'location' field, as indicated by the constructor parameters.|341620f2c3c54275b85c1a9aa9d44c6c
handlingactivity|voyage|is associated with HandlingActivity through the 'voyage' field, as indicated by the constructor parameters and the @ManyToOne and @JoinColumn annotations.|341620f2c3c54275b85c1a9aa9d44c6c
itinerary|legs|The Itinerary contains a list of Legs, which are the specific journeys or transportation routes that make up the overall itinerary.|f96d1a8d7e144c5c867c65c686de6da7
legs|cargo|Each Leg is associated with a specific cargo being transported during that leg of the journey.|f96d1a8d7e144c5c867c65c686de6da7
itinerary|handlingevent|An Itinerary may include HandlingEvents, which represent various handling or processing activities performed on the cargo during its transportation.|f96d1a8d7e144c5c867c65c686de6da7
handlingactivity|object|The HandlingActivity class in this context is used to represent various handling and transportation activities, which may be applied to different objects or entities within the system.|f96d1a8d7e144c5c867c65c686de6da7
handlingevent|handlingactivity|A HandlingEvent represents a specific instance of a HandlingActivity being performed on a cargo, at a certain location and time.|f96d1a8d7e144c5c867c65c686de6da7
location|itinerary|The Itinerary is associated with one or more Locations representing the starting point, intermediate stops, and destination of the overall transportation journey.|f96d1a8d7e144c5c867c65c686de6da7
location|handlingevent|Each HandlingEvent within an Itinerary may also be associated with a specific Location where the handling activity is being performed.|f96d1a8d7e144c5c867c65c686de6da7
itinerary|legs|composition relationship between Itinerary and Legs|ae9319c9f99d44538f70b13864265d7b
itinerary|legs|contains relationship between Itinerary and list of legs|ae9319c9f99d44538f70b13864265d7b
leg|loadlocation|attribute relationship between Leg and LoadLocation|ae9319c9f99d44538f70b13864265d7b
handlingevent|location|attribute relationship between HandlingEvent and Location|ae9319c9f99d44538f70b13864265d7b
leg|unloadlocation|attribute relationship between Leg and UnloadLocation|ae9319c9f99d44538f70b13864265d7b
handlingevent|voyage|attribute relationship between HandlingEvent and Voyage|ae9319c9f99d44538f70b13864265d7b
leg|voyage|attribute relationship between Leg and Voyage|ae9319c9f99d44538f70b13864265d7b
handlingevent|isexpected|method relationship between HandlingEvent and boolean value returned by isExpected method|ae9319c9f99d44538f70b13864265d7b
leg|getinitialdeparturelocation|method relationship between Leg and Location returned by getInitialDepartureLocation method|ae9319c9f99d44538f70b13864265d7b
leg|getfinalarrivallocation|method relationship between Leg and Location returned by getFinalArrivalLocation method|ae9319c9f99d44538f70b13864265d7b
legs|itinerary|Legs is a property of Itinerary, as specified in the class hierarchy.|7e31b80d3ed342c7aea5b74e7f119aa1
legs|cargotracker|CargoTracker is the package containing the Legs class.|7e31b80d3ed342c7aea5b74e7f119aa1
legs|java|Java is the programming language used to implement the Legs class in Cargotracker.|7e31b80d3ed342c7aea5b74e7f119aa1
location.unknown|unknown|Location.UNKNOWN and Unknown are both constants representing unknown locations.|7e31b80d3ed342c7aea5b74e7f119aa1
legs|location|Each leg in an itinerary has a load location and an unload location, represented by the Location class.|7e31b80d3ed342c7aea5b74e7f119aa1
localdatetime|date|The final arrival date of a cargo is represented as a LocalDateTime object, which can be converted to a Date object if needed.|7e31b80d3ed342c7aea5b74e7f119aa1
legs|localdatetime|Each leg in an itinerary has a load time and an unload time, represented by the LocalDateTime class.|7e31b80d3ed342c7aea5b74e7f119aa1
legs|chronounit|The ChronoUnit class is used to measure time durations between legs in an itinerary.|7e31b80d3ed342c7aea5b74e7f119aa1
legs|localdatetime|The load time and unload time of each leg can be converted to the corresponding ChronoUnit duration for calculation purposes.|7e31b80d3ed342c7aea5b74e7f119aa1
itinerary|legs|Each itinerary consists of one or more legs, as represented in the Itinerary class.|7e31b80d3ed342c7aea5b74e7f119aa1
itinerary|equality|Two Itineraries are considered equal if they have identical sets of legs.|7e31b80d3ed342c7aea5b74e7f119aa1
leg|voyage|Leg is a part of Voyage|f6c3efc58eec4f969086ef46b2450d01
leg|load location|Leg has Load Location for loading cargo|f6c3efc58eec4f969086ef46b2450d01
leg|unload location|Leg has Unload Location for unloading cargo|f6c3efc58eec4f969086ef46b2450d01
leg|load time|Cargo is loaded onto Leg at Load Time|f6c3efc58eec4f969086ef46b2450d01
leg|unload time|Cargo is unloaded from Leg at Unload Time|f6c3efc58eec4f969086ef46b2450d01
leg|voyage|Leg belongs to a specific Voyage|d0e3748647194702a2ffc5d9d4b282a1
leg|loadlocation|Leg involves loading of goods at a particular Location|d0e3748647194702a2ffc5d9d4b282a1
leg|unloadlocation|Leg ends with unloading of goods at a specific Location|d0e3748647194702a2ffc5d9d4b282a1
leg|loadtime|Loading operation in Leg occurs at the specified time|d0e3748647194702a2ffc5d9d4b282a1
leg|unloadtime|Unloading operation in Leg takes place at the given time|d0e3748647194702a2ffc5d9d4b282a1
routespecification|location|hasOrigin or hasDestination|0625aad18ce74e03979de5874c2fd52d
routespecification|localdate|hasArrivalDeadline|0625aad18ce74e03979de5874c2fd52d
routespecification|location|A RouteSpecification has an origin and a destination, both of which are Locations.|c29fa61d8bc744da89d09358eb89cfd5
origin|location|The Origin is a specific Location.|c29fa61d8bc744da89d09358eb89cfd5
destination|location|The Destination is a specific Location.|c29fa61d8bc744da89d09358eb89cfd5
arrivaldeadline|localdate|The ArrivalDeadline is a specific LocalDate.|c29fa61d8bc744da89d09358eb89cfd5
routingstatus|routingstatus|both represent the status of routing for a cargo, with possible values NOT_ROUTED, ROUTED, and MISROUTED|da496683cc7b46cba1660c798df20959
routespecification|routespecification|both represent specific routes for transporting a cargo, defined by an origin, destination, and arrival deadline|da496683cc7b46cba1660c798df20959
trackingid|trackingid|both uniquely identify a particular cargo, automatically generated by the application|da496683cc7b46cba1660c798df20959
transportstatus|not_received|TransportStatus is an enum that represents the status of a cargo during transportation. One possible value for this enum is NOT_RECEIVED.|71a3f4a2ca4049099bd86a98931ba222
transportstatus|in_port|TransportStatus is an enum that represents the status of a cargo during transportation. Another possible value for this enum is IN_PORT.|71a3f4a2ca4049099bd86a98931ba222
transportstatus|onboard_carrier|TransportStatus is an enum that represents the status of a cargo during transportation. Yet another possible value for this enum is ONBOARD_CARRIER.|71a3f4a2ca4049099bd86a98931ba222
transportstatus|claimed|TransportStatus is an enum that represents the status of a cargo during transportation. One more possible value for this enum is CLAIMED.|71a3f4a2ca4049099bd86a98931ba222
transportstatus|unknown|TransportStatus is an enum that represents the status of a cargo during transportation. The last possible value for this enum is UNKNOWN.|71a3f4a2ca4049099bd86a98931ba222
org.eclipse.cargotracker.domain.model.cargo.transportstatus|org.eclipse.cargotracker.domain.model.handling.cannotcreatehandlingeventexception|The class org.eclipse.cargotracker.domain.model.cargo.TransportStatus is related to the exception class org.eclipse.cargotracker.domain.model.handling.CannotCreateHandlingEventException, possibly due to handling events not being able to be created for cargos with an unknown transportation status ( TransportStatus.UNKNOWN ).|71a3f4a2ca4049099bd86a98931ba222
org.eclipse.cargotracker.domain.model.handling.cannotcreatehandlingeventexception|transportstatus.unknown|The exception class org.eclipse.cargotracker.domain.model.handling.CannotCreateHandlingEventException is related to the enum value TransportStatus.UNKNOWN, possibly due to handling events not being able to be created for cargos with an unknown transportation status ( TransportStatus.UNKNOWN ).|71a3f4a2ca4049099bd86a98931ba222
org.eclipse.cargotracker.domain.model.handling.cannotcreatehandlingeventexception|org.eclipse.cargotracker.domain.model.cargo.transportstatus|The exception class org.eclipse.cargotracker.domain.model.handling.CannotCreateHandlingEventException is related to the class org.eclipse.cargotracker.domain.model.cargo.TransportStatus, possibly due to handling events not being able to be created for cargos with any of its possible transportation status values ( TransportStatus.NOT_RECEIVED, TransportStatus.IN_PORT, TransportStatus.ONBOARD_CARRIER, TransportStatus.CLAIMED, TransportStatus.UNKNOWN ).|71a3f4a2ca4049099bd86a98931ba222
org.eclipse.cargotracker.domain.model.handling.cannotcreatehandlingeventexception|org.eclipse.cargotracker.domain.model.cargo.transportstatus|The exception class org.eclipse.cargotracker.domain.model.handling.CannotCreateHandlingEventException is related to the class org.eclipse.cargotracker.domain.model.cargo.TransportStatus, possibly due to handling events not being able to be created for cargos with any of its possible transportation status values ( TransportStatus.NOT_RECEIVED, TransportStatus.IN_PORT, TransportStatus.ONBOARD_CARRIER, TransportStatus.CLAIMED, TransportStatus.UNKNOWN ).|71a3f4a2ca4049099bd86a98931ba222
