node_1|node_2|edge|chunk_id|node_3|node_4|relation|node_5|edge_1|edge_2|edge_3
order|cardholder|The name printed on the front of a credit card|78d63b986f3e404996f2f5e54c89e25e|||||||
create_order|customerid|Util.debug(fields[7]);|9315b41435de45199a60268274f4776c|||||||
create_order|billname|Util.debug(fields[8]);|9315b41435de45199a60268274f4776c|||||||
create_order|billaddr1|Util.debug(fields[9]);|9315b41435de45199a60268274f4776c|||||||
create_order|billaddr2|Util.debug(fields[10]);|9315b41435de45199a60268274f4776c|||||||
create_order|billcity|Util.debug(fields[11]);|9315b41435de45199a60268274f4776c|||||||
create_order|billstate|Util.debug(fields[12]);|9315b41435de45199a60268274f4776c|||||||
create_order|billzip|Util.debug(fields[13]);|9315b41435de45199a60268274f4776c|||||||
create_order|billphone|Util.debug(fields[14]);|9315b41435de45199a60268274f4776c|||||||
create_order|shipname|Util.debug(fields[15]);|9315b41435de45199a60268274f4776c|||||||
create_order|shipaddr1|Util.debug(fields[16]);|9315b41435de45199a60268274f4776c|||||||
create_order|shipaddr2|Util.debug(fields[17]);|9315b41435de45199a60268274f4776c|||||||
create_order|shipcity|Util.debug(fields[18]);|9315b41435de45199a60268274f4776c|||||||
create_order|shipstate|Util.debug(fields[19]);|9315b41435de45199a60268274f4776c|||||||
create_order|shipzip|Util.debug(fields[20]);|9315b41435de45199a60268274f4776c|||||||
create_order|creditcard|Util.debug(fields[21]);|9315b41435de45199a60268274f4776c|||||||
create_order|ccnum|Util.debug(fields[22]);|9315b41435de45199a60268274f4776c|||||||
create_order|ccexpiremonth|Util.debug(fields[23]);|9315b41435de45199a60268274f4776c|||||||
create_order|ccexpireyear|Util.debug(fields[24]);|9315b41435de45199a60268274f4776c|||||||
create_order|cardholder|Util.debug(fields[25]);|9315b41435de45199a60268274f4776c|||||||
create_order|shippingmethod|Util.debug(fields[26]);|9315b41435de45199a60268274f4776c|||||||
create_order|items|Util.debug(fields[27]);|9315b41435de45199a60268274f4776c|||||||
ibm|copyright owner|IBM holds the copyright for the provided sample programs, as stated in the context.|6e81a78bb70b4d399a60cd3cd1b11f9c|||||||
sample programs|application programming interface|The sample programs conform to a specific application programming interface (API) for a particular operating platform.|6e81a78bb70b4d399a60cd3cd1b11f9c|||||||
operating platform|application programming interface|The provided sample codes are written specifically for a particular operating platform and its associated API.|6e81a78bb70b4d399a60cd3cd1b11f9c|||||||
sample code|as-is basis|IBM provides the sample source code 'as is' without any implied warranties or conditions.|6e81a78bb70b4d399a60cd3cd1b11f9c|||||||
damages|direct, indirect, incidental, special or consequential|IBM will not be liable for any damages arising from the use or operation of the sample source code, including direct, indirect, incidental, special or consequential damages.|6e81a78bb70b4d399a60cd3cd1b11f9c|||||||
maintenance|support, updates, enhancements or modifications|IBM has no obligation to provide maintenance, support, updates, enhancements, or modifications for the provided sample source code.|6e81a78bb70b4d399a60cd3cd1b11f9c|||||||
copyright|all rights reserved * licensed materials - property of ibm|The copyright for the provided sample programs is owned by IBM, and all rights are reserved. The licensed materials are also property of IBM.|6e81a78bb70b4d399a60cd3cd1b11f9c|||||||
package|com.ibm.websphere.samples.pbw.bean|The provided sample code is contained within a specific package named 'com.ibm.websphere.samples.pbw.bean'.|6e81a78bb70b4d399a60cd3cd1b11f9c|||||||
collection|backorder|The context includes a reference to a collection of 'BackOrder' entities, which are described further in the associated JPA package.|6e81a78bb70b4d399a60cd3cd1b11f9c|||||||
shoppingcartbean|entitymanager|is associated with|107f6b34c8504487a08db5d82d1e0410|||||||
shoppingcartbean|transactional|has attribute|107f6b34c8504487a08db5d82d1e0410|||||||
shoppingcartbean|sessionscoped|has attribute|107f6b34c8504487a08db5d82d1e0410|||||||
shoppingcartbean|persistencecontext|uses|107f6b34c8504487a08db5d82d1e0410|||||||
shoppingcartbean|pbw|uses|107f6b34c8504487a08db5d82d1e0410|||||||
em|items|interacts with|107f6b34c8504487a08db5d82d1e0410|||||||
inventory|item|is a type of|107f6b34c8504487a08db5d82d1e0410|||||||
inventory|backorder|can be converted to|107f6b34c8504487a08db5d82d1e0410|||||||
inventory|customer|is associated with|107f6b34c8504487a08db5d82d1e0410|||||||
inventory|orderitem|is a part of|107f6b34c8504487a08db5d82d1e0410|||||||
items|inventory|contains|107f6b34c8504487a08db5d82d1e0410|||||||
items|item|"If (item.equals(i)) {
	items.remove(i);
	break;
}"|03b686e0dac048bbb3e7af9d2eda6acb|||containment||||
items|newitems|"ArrayList<Inventory> newItems = new ArrayList<Inventory>();
for (Inventory i : items) {
	if (i.getQuantity() > 0) {
		newItems.add(i);
	}
}"|03b686e0dac048bbb3e7af9d2eda6acb|||replacement||||
items|shoppingcartitem's|"public void setItems(Collection<Inventory> items) {
	this.items = new ArrayList<Inventory>(items);
}"|03b686e0dac048bbb3e7af9d2eda6acb|||assignment||||
items|shoppingcartcontents|"for (int i = 0; i < items.size(); i++) {
	cartContents.addItem((ShoppingCartItem) items.get(i));
}"|03b686e0dac048bbb3e7af9d2eda6acb|||conversion||||
items|inventoryid|String inventoryID = cartContents.getInventoryID(i);|03b686e0dac048bbb3e7af9d2eda6acb|||reference||||
items|qty|int qty = |03b686e0dac048bbb3e7af9d2eda6acb|||reference||||
shoppingcart|shopping cart item (si)|Each shopping cart contains one or more shopping cart items (sii).|76dcb7bf294c48859cb6a4203d6204f9|||||||
inventory|shoppingcartitem|A ShoppingCartItem represents an item being purchased, which is associated with a specific Inventory in the system.|76dcb7bf294c48859cb6a4203d6204f9|||||||
inventory|shoppingcart|Each shopping cart contains one or more inventories (iv), represented as ShoppingCartItems.|76dcb7bf294c48859cb6a4203d6204f9|||||||
inventory|inventory|Inventories can have a minimum threshold value to indicate the minimum amount of stock required for that item in order to ensure availability. If the inventory level falls below this threshold, additional inventory should be ordered.|76dcb7bf294c48859cb6a4203d6204f9|||||||
shoppingcartitem|quantity|Each ShoppingCartItem has a quantity value indicating how many of that item are being purchased.|76dcb7bf294c48859cb6a4203d6204f9|||||||
order|customer|An order is placed by a customer.|0241883e61b6438799a60e62558956b5|||||||
customer|billname|The billing name of the customer is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
customer|billaddr1|The billing address line 1 of the customer is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
customer|billaddr2|The billing address line 2 of the customer is provided in the order creation process (optional).|0241883e61b6438799a60e62558956b5|||||||
customer|billcity|The billing city of the customer is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
customer|billstate|The billing state of the customer is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
customer|billzip|The billing zip code of the customer is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
customer|billphone|The billing phone number of the customer is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
order|shipname|A shipping name is provided for the order.|0241883e61b6438799a60e62558956b5|||||||
order|shipaddr1|The shipping address line 1 is provided for the order.|0241883e61b6438799a60e62558956b5|||||||
order|shipaddr2|The shipping address line 2 is provided for the order (optional).|0241883e61b6438799a60e62558956b5|||||||
order|shipcity|The shipping city is provided for the order.|0241883e61b6438799a60e62558956b5|||||||
order|shipstate|The shipping state is provided for the order.|0241883e61b6438799a60e62558956b5|||||||
order|shipzip|The shipping zip code is provided for the order.|0241883e61b6438799a60e62558956b5|||||||
order|shipphone|The shipping phone number is provided for the order.|0241883e61b6438799a60e62558956b5|||||||
order|creditcard|A credit card is used to pay for the order.|0241883e61b6438799a60e62558956b5|||||||
order|ccnum|The credit card number is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
order|ccexpiremonth|The expiration month of the credit card is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
order|ccexpireyear|The expiration year of the credit card is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
order|cardholder|The name printed on the credit card is provided in the order creation process.|0241883e61b6438799a60e62558956b5|||||||
order|shippingmethod|A shipping method is selected for the order.|0241883e61b6438799a60e62558956b5|||||||
item|storeitem|An item is ordered from a store item.|0241883e61b6438799a60e62558956b5|||||||
orderitem|inventory|An order item belongs to an inventory.|0241883e61b6438799a60e62558956b5|||||||
order|orderitem|A collection of OrderItems belonging to a specific Order.|d015403f7f29471c90b08a9230897033|||||||
orderitem|order|An item associated with a particular Order.|d015403f7f29471c90b08a9230897033|||||||
inventory|backorder|A BackOrder is created for an Inventory item when the quantity demanded exceeds availability.|d015403f7f29471c90b08a9230897033|||||||
backorder|inventory|The inventory item for which a BackOrder has been generated.|d015403f7f29471c90b08a9230897033|||||||
shoppingcartcontent|hashtable|ShoppingCartContent is a class that utilizes Hashtable to hold a shopping cart's contents.|5b11e63335954411b4e14b7c4501e9d4|||||||
com.ibm.websphere.samples.pbw.bean.shoppingcartcontent|com.ibm.websphere.samples.pbw.jpa.inventory|ShoppingCartContent and Inventory are both classes used in the context, but they do not have a direct relationship.|5b11e63335954411b4e14b7c4501e9d4|||||||
java|programminglanguage|Java is a programming language used to write this sample program.|5b11e63335954411b4e14b7c4501e9d4|||||||
international business machines corp.|organization|IBM is the organization that provides the sample source code and holds the copyright for it.|5b11e63335954411b4e14b7c4501e9d4|||||||
shoppingcartcontent|table|internal field of the ShoppingCartContent class, which is a Hashtable used to store inventory IDs and quantities|a94fe19f54b84aceb0b671905a52f916|||||||
hashtable|table|same object as node_1 in previous element|a94fe19f54b84aceb0b671905a52f916|||||||
int|size|method of the ShoppingCartContent class that returns the number of items currently in the cart using the Hashtable's size method|a94fe19f54b84aceb0b671905a52f916|||||||
